input_ids,labels
"[822, 10, 125, 33, 128, 13121, 12, 1076, 6159, 138, 533, 1073, 16, 2061, 58, 1]","[2067, 12840, 7, 6, 2136, 13, 3145, 761, 6, 11, 22666, 7850, 5660, 164, 22190, 1231, 1073, 5, 1]"
"[822, 10, 54, 11409, 18, 1361, 1076, 6159, 138, 533, 1073, 6985, 36, 1231, 16, 2061, 58, 1]","[2163, 6, 11409, 16530, 54, 482, 3, 9, 12758, 1164, 6, 6758, 539, 7574, 6, 11, 1115, 28518, 7, 81, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 410, 1076, 6159, 138, 2869, 16, 554, 18, 18306, 3, 28188, 5215, 640, 315, 569, 2287, 58, 1]","[26057, 972, 887, 141, 592, 12, 72, 1965, 1076, 6159, 138, 494, 11, 8737, 6, 298, 2714, 49, 887, 557, 11455, 26, 30, 3, 52, 5291, 297, 1208, 2254, 11, 16178, 26, 2123, 17294, 5, 1]"
"[822, 10, 125, 33, 128, 28518, 7, 81, 1076, 6159, 257, 11, 3017, 122, 3868, 1742, 58, 1]","[8306, 1018, 7239, 7, 560, 3, 15433, 66, 3017, 122, 3868, 1742, 1076, 6159, 342, 42, 24, 1076, 6159, 257, 17692, 7285, 4810, 6, 12244, 53, 8, 7322, 13, 2704, 441, 3017, 122, 3868, 2597, 5, 1]"
"[822, 10, 149, 43, 4332, 14013, 30, 1076, 6159, 257, 10535, 640, 315, 9757, 58, 1]","[27631, 7, 43, 10535, 5456, 6, 45, 7426, 1076, 6159, 257, 38, 3, 9, 16051, 11, 2021, 433, 12, 38, 5444, 1014, 34, 28, 256, 3791, 485, 11, 3808, 32, 32, 5, 1]"
"[822, 10, 149, 103, 1076, 6159, 138, 20105, 2428, 1113, 8, 533, 11, 168, 18, 9032, 13, 3, 27762, 11683, 58, 1]","[86, 9, 26, 25875, 1076, 6159, 138, 20105, 758, 54, 991, 12, 1936, 5217, 13, 13315, 6, 27820, 533, 14497, 6, 11, 11041, 19285, 859, 3, 27762, 1742, 5, 1]"
"[822, 10, 125, 1075, 103, 5069, 4640, 3580, 577, 16, 3, 14198, 1076, 6159, 138, 533, 58, 1]","[328, 54, 370, 4862, 11, 3, 15, 51, 27826, 124, 6, 380, 1076, 6159, 138, 533, 1073, 6, 11, 11223, 21, 7285, 18, 22118, 4640, 5, 1]"
"[822, 10, 149, 410, 14500, 7, 16, 12667, 999, 1113, 1076, 6159, 138, 20105, 2869, 58, 1]","[37, 5576, 13, 1399, 52, 13982, 11, 12667, 7, 2225, 21, 8, 999, 13, 72, 1965, 11, 1231, 1076, 6159, 138, 494, 5, 1]"
"[822, 10, 149, 405, 2779, 22368, 1113, 8, 463, 13, 1076, 6159, 138, 4640, 58, 1]","[13432, 22368, 766, 7, 4640, 3580, 734, 11, 1445, 2399, 2779, 11393, 6, 2869, 6, 11, 11177, 1341, 12, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 19, 8, 843, 1656, 13, 1059, 365, 7258, 58, 1]","[891, 23651, 7, 1076, 6159, 138, 2537, 406, 8, 174, 21, 1151, 494, 5, 1]"
"[822, 10, 149, 405, 3811, 1259, 159, 51, 16910, 903, 1076, 6159, 257, 58, 1]","[282, 3, 9, 793, 11432, 433, 68, 1968, 28, 12898, 256, 3791, 485, 5, 1]"
"[822, 10, 149, 54, 1076, 6159, 138, 533, 1073, 2519, 1465, 643, 1023, 58, 1]","[938, 3, 29691, 1705, 13, 1389, 1076, 6159, 138, 10914, 11, 8943, 10293, 2610, 8, 643, 31, 7, 793, 2842, 6, 1073, 54, 2519, 643, 19897, 485, 5, 1]"
"[822, 10, 125, 1075, 103, 3017, 122, 3868, 18, 1361, 16830, 1637, 577, 16, 3, 22235, 1076, 6159, 138, 533, 4349, 58, 1]","[4946, 122, 3868, 18, 1361, 1637, 11223, 21, 13066, 1076, 6159, 138, 533, 3101, 6, 3033, 4349, 81, 3017, 122, 3868, 18, 9500, 1076, 6159, 138, 2428, 6, 11, 370, 380, 11, 1438, 21, 3017, 122, 3868, 1742, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 16, 3, 20030, 1076, 6159, 138, 533, 139, 6949, 533, 1073, 58, 1]","[2067, 12840, 7, 6, 2779, 3952, 23, 5499, 2197, 6, 11, 2136, 13, 3145, 761, 164, 22190, 1231, 5660, 13, 1076, 6159, 138, 533, 4064, 5, 1]"
"[822, 10, 125, 1075, 103, 496, 17747, 11, 1291, 8910, 577, 16, 3, 14198, 1076, 6159, 138, 533, 11, 1073, 58, 1]","[328, 54, 4028, 3101, 6, 28974, 1438, 6, 11, 25370, 1076, 6159, 138, 533, 38, 294, 13, 8, 496, 7850, 5, 1]"
"[822, 10, 125, 1075, 405, 4301, 17, 23, 4099, 577, 16, 8, 1076, 6159, 138, 4005, 31, 7, 1113, 30, 2189, 1425, 58, 1]","[2487, 17, 23, 4099, 1425, 164, 23460, 342, 383, 8, 1076, 6159, 138, 4005, 6, 3, 13403, 2189, 7216, 5, 1]"
"[822, 10, 149, 410, 3, 27908, 7982, 7, 3825, 1076, 6159, 257, 483, 147, 97, 16, 315, 4332, 8811, 58, 1]","[3, 19383, 7, 14021, 6, 19124, 4108, 7, 16, 2779, 6, 4761, 6, 11, 4290, 11393, 81, 1076, 6159, 257, 11, 887, 31, 7, 5678, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 257, 27806, 28, 7285, 4810, 441, 3, 40, 122, 115, 17, 1824, 1220, 2597, 58, 1]","[94, 54, 5215, 3, 390, 30, 928, 2704, 11, 26203, 6, 379, 3017, 122, 3868, 11, 529, 18, 4517, 1208, 1742, 5, 1]"
"[822, 10, 149, 54, 1076, 6159, 138, 8408, 6985, 16, 2421, 9352, 2519, 573, 3813, 11, 7915, 58, 1]","[938, 3, 6475, 415, 2597, 16, 478, 408, 6, 4432, 6, 11, 5002, 6, 1076, 6159, 138, 8408, 6985, 11313, 7915, 6, 10959, 6, 11, 2779, 120, 2016, 1275, 11051, 12, 573, 523, 5, 1]"
"[822, 10, 125, 1075, 405, 11409, 380, 577, 16, 3, 7312, 1465, 643, 1023, 383, 1076, 6159, 257, 58, 1]","[4224, 757, 3079, 11, 539, 7574, 859, 13359, 54, 199, 1389, 1737, 1076, 6159, 138, 2704, 11, 1428, 6382, 13, 12447, 42, 16, 19361, 5, 1]"
"[822, 10, 54, 1076, 6159, 138, 1073, 199, 1428, 14101, 15, 15, 159, 51, 859, 1076, 6159, 1014, 481, 58, 1]","[2163, 6, 57, 1260, 1103, 11, 1438, 12, 1865, 1076, 6159, 257, 3762, 5, 1]"
"[822, 10, 54, 1076, 6159, 138, 15164, 2603, 2871, 1020, 16, 3955, 9227, 58, 1]","[9507, 75, 17, 76, 1628, 16, 11932, 1425, 164, 2860, 27588, 50, 226, 485, 11, 2871, 4324, 6873, 11102, 383, 824, 17258, 13, 8, 1076, 6159, 138, 4005, 5, 1]"
"[822, 10, 149, 54, 1742, 1921, 1076, 6159, 138, 25852, 16, 70, 2597, 58, 1]","[938, 3, 7312, 539, 7478, 6, 29945, 53, 21, 1076, 6159, 138, 8408, 6, 11, 4421, 10947, 11393, 11, 2869, 5, 1]"
"[822, 10, 149, 54, 1076, 6159, 138, 533, 16830, 4139, 12, 3, 13627, 7574, 30, 27820, 2166, 58, 1]","[938, 3, 19465, 8, 15415, 10355, 13, 7285, 6, 533, 6, 11, 936, 2166, 5, 1]"
"[822, 10, 125, 1075, 103, 4026, 2580, 577, 16, 6011, 1076, 6159, 138, 533, 38, 1742, 1246, 58, 1]","[17116, 2510, 6, 1695, 3178, 6, 11, 2189, 758, 54, 380, 1879, 168, 18, 9032, 11, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 149, 54, 573, 380, 5275, 1656, 1742, 28, 12490, 16, 5037, 1076, 6159, 257, 58, 1]","[328, 54, 370, 3236, 2927, 6, 3973, 380, 6, 11, 16830, 21, 3551, 1076, 6159, 138, 533, 1438, 5, 1]"
"[822, 10, 149, 225, 1076, 6159, 138, 20105, 494, 36, 5816, 58, 1]","[86, 3, 9, 1349, 6, 2192, 286, 550, 45, 9576, 11, 1223, 16285, 1]"
"[822, 10, 125, 33, 128, 1017, 3976, 13, 16633, 904, 127, 52, 88, 9, 58, 1]","[205, 2375, 2462, 6, 1364, 223, 1406, 6, 25808, 5, 1]"
"[822, 10, 149, 54, 6912, 1773, 2231, 1115, 1076, 6159, 138, 533, 523, 3762, 58, 1]","[938, 3, 18218, 1076, 6159, 138, 533, 139, 6912, 2657, 655, 1390, 6, 1260, 3583, 4471, 6, 11, 3, 5833, 592, 12, 20105, 2465, 11, 1035, 124, 5, 1]"
"[822, 10, 149, 103, 1076, 6159, 138, 3976, 1113, 1742, 28, 6658, 21154, 42, 12490, 58, 1]","[328, 164, 3, 31488, 1895, 3976, 11, 2603, 1879, 168, 18, 9032, 5, 1]"
"[822, 10, 125, 130, 128, 1017, 9735, 7, 11, 28518, 7, 81, 1076, 6159, 257, 16, 892, 58, 1]","[499, 189, 7, 1285, 11393, 24, 1076, 6159, 1014, 1742, 130, 4840, 1462, 6, 19375, 26, 6, 42, 3, 27345, 28280, 11552, 6, 1374, 12, 25852, 17, 1707, 11, 3808, 32, 32, 3825, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 1075, 103, 2353, 7, 577, 16, 29945, 53, 21, 1076, 6159, 138, 8408, 11, 592, 12, 1438, 58, 1]","[6946, 7, 54, 11223, 21, 3101, 3, 7312, 1076, 6159, 138, 8408, 6, 380, 6985, 3, 14198, 1059, 9569, 6, 11, 3033, 4349, 81, 8, 3172, 13, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 125, 19, 8, 4541, 1246, 13, 3, 26558, 21, 1076, 32, 9033, 58, 1]","[16140, 1246, 11696, 5, 1]"
"[822, 10, 149, 186, 477, 227, 861, 20663, 54, 1076, 6159, 257, 4258, 21, 28671, 16449, 58, 1]","[3137, 6159, 257, 54, 4258, 3461, 45, 431, 1274, 12, 431, 767, 227, 861, 20663, 21, 28671, 16449, 5, 1]"
"[822, 10, 125, 33, 128, 28518, 7, 81, 1076, 6159, 257, 24, 4139, 12, 2550, 533, 25852, 58, 1]","[493, 1896, 89, 7, 24, 1076, 6159, 257, 19, 3, 9, 1320, 13, 18724, 42, 29440, 54, 4139, 12, 25852, 3825, 2550, 533, 5, 1]"
"[822, 10, 125, 33, 128, 3058, 1275, 21, 3, 14198, 1076, 6159, 138, 16, 15, 10073, 63, 16, 3487, 18, 1018, 22418, 3803, 58, 1]","[7730, 560, 1076, 6159, 138, 4119, 3438, 1356, 6, 3, 28147, 10366, 8950, 6985, 6, 573, 18, 1361, 1073, 8203, 6, 11, 3561, 28, 415, 4640, 3580, 5, 1]"
"[822, 10, 149, 410, 6718, 23, 138, 18537, 1587, 1076, 6159, 257, 2860, 4640, 2869, 16, 6718, 1601, 6266, 58, 1]","[30709, 18537, 557, 3, 16068, 3782, 1035, 31001, 15, 7, 11, 2869, 2400, 19771, 9757, 6, 1664, 30104, 53, 42, 25852, 17, 2610, 1435, 1076, 6159, 138, 2869, 11, 11393, 5, 1]"
"[822, 10, 125, 4110, 8, 3098, 16, 3905, 138, 643, 2912, 383, 8, 3, 18453, 138, 3944, 58, 1]","[18840, 26, 813, 397, 1370, 782, 1425, 5, 1]"
"[822, 10, 125, 130, 128, 778, 3662, 3266, 261, 12, 2519, 1076, 6159, 138, 20105, 494, 58, 1]","[21540, 8203, 557, 3, 25472, 12962, 6, 2115, 6, 11, 6440, 6, 298, 323, 4895, 53, 8, 793, 3149, 13, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 54, 6949, 533, 1073, 1115, 1076, 6159, 138, 8408, 11, 569, 4831, 58, 1]","[938, 3, 7312, 7285, 8408, 6, 4421, 26524, 7, 6, 11, 29945, 53, 21, 592, 12, 1076, 6159, 138, 494, 11, 4640, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 138, 25852, 5215, 640, 315, 9757, 58, 1]","[94, 164, 36, 72, 3, 20721, 16, 9757, 28, 1101, 4761, 42, 2779, 3808, 32, 32, 7, 3825, 1076, 6159, 257, 5, 1]"
"[822, 10, 125, 1075, 410, 3, 27908, 18537, 1587, 1076, 6159, 257, 577, 16, 20266, 887, 31, 7, 6270, 11, 2637, 16, 4332, 18804, 58, 1]","[472, 23528, 17, 1707, 11, 3808, 32, 32, 7, 3825, 1076, 6159, 257, 557, 22756, 7285, 6270, 11, 1643, 887, 31, 7, 5178, 16, 824, 1087, 42, 569, 3, 9475, 7, 5, 1]"
"[822, 10, 149, 307, 405, 8, 3, 89, 20953, 4866, 3944, 1086, 336, 58, 1]","[37, 3, 89, 20953, 4866, 3944, 3115, 336, 7, 81, 968, 477, 6, 2199, 34, 54, 5215, 45, 568, 12, 568, 5, 1]"
"[822, 10, 149, 103, 6658, 21154, 1113, 1742, 31, 592, 12, 1076, 6159, 138, 494, 11, 4640, 364, 58, 1]","[30393, 21154, 164, 2006, 1742, 31, 12337, 6, 981, 1438, 6, 11, 592, 12, 4640, 3580, 6, 3, 2748, 53, 13121, 12, 3, 13134, 1076, 6159, 138, 494, 11, 3, 8689, 124, 5, 1]"
"[822, 10, 54, 1076, 6159, 257, 2603, 643, 2912, 9464, 58, 1]","[2163, 6, 128, 1742, 164, 351, 1112, 16, 643, 2912, 9464, 383, 1076, 6159, 257, 5, 9507, 75, 17, 76, 1628, 16, 11932, 1425, 54, 2860, 14438, 27522, 11, 164, 991, 12, 6382, 13, 14826, 42, 2107, 3, 13398, 5, 1]"
"[822, 10, 149, 405, 2550, 533, 25852, 27806, 28, 1076, 6159, 257, 58, 1]","[17054, 533, 25852, 54, 3, 31488, 12447, 11, 4220, 60, 75, 63, 3825, 1076, 6159, 257, 5, 1]"
"[822, 10, 572, 19, 34, 359, 12, 4797, 207, 1076, 6159, 138, 20105, 2869, 383, 1076, 7064, 15, 58, 1]","[26550, 53, 207, 1076, 6159, 138, 20105, 2869, 383, 1076, 7064, 15, 1691, 3567, 473, 4881, 11, 1965, 5037, 70, 8811, 5, 3, 3626, 2016, 1076, 6159, 138, 494, 6, 2839, 135, 3842, 6, 11, 14355, 2757, 20105, 54, 199, 1709, 13315, 11, 1961, 31582, 5, 1]"
"[822, 10, 149, 54, 3, 1427, 2009, 11, 28370, 441, 3, 40, 122, 115, 17, 1824, 1220, 11, 3, 1427, 2597, 380, 1076, 6159, 138, 533, 16830, 58, 1]","[938, 11483, 40, 8587, 13256, 6, 29945, 53, 21, 13066, 3101, 6, 11, 4421, 25852, 11, 9192, 257, 5, 1]"
"[822, 10, 125, 19, 8, 11978, 13, 1076, 6159, 138, 3, 13985, 7, 16, 824, 9757, 6, 11, 149, 33, 79, 3, 4931, 16, 941, 648, 58, 1]","[328, 130, 20160, 261, 21, 15997, 383, 1076, 6159, 257, 68, 33, 230, 557, 3, 27624, 38, 12932, 12, 25852, 11, 533, 5217, 5, 1]"
"[822, 10, 125, 1075, 410, 1076, 6159, 138, 30241, 577, 16, 511, 18, 12301, 3, 29480, 14378, 58, 1]","[3137, 6159, 138, 30241, 383, 511, 18, 12301, 3, 29480, 14378, 15514, 3808, 32, 32, 7, 11, 26524, 7, 3825, 1076, 6159, 257, 6, 3, 7312, 1076, 6159, 138, 1073, 11, 592, 12, 1076, 6159, 138, 494, 38, 28744, 807, 5, 1]"
"[822, 10, 125, 19, 8, 30895, 21, 3452, 1076, 6159, 138, 1073, 1356, 58, 1]","[283, 20611, 41, 329, 35, 6159, 138, 5555, 122, 15067, 2159, 61, 1356, 5, 1]"
"[822, 10, 125, 405, 3, 9, 140, 7, 29, 2666, 138, 4005, 5608, 13, 16, 887, 58, 1]","[86, 887, 6, 3, 9, 712, 11932, 4005, 3, 6848, 13, 1735, 190, 3, 9, 939, 13, 2315, 10, 3, 89, 20953, 4866, 6, 1480, 3, 89, 20953, 4866, 6, 2076, 18453, 138, 6, 11, 1480, 3, 18453, 138, 6, 274, 7646, 12, 8, 3, 89, 20953, 4866, 538, 5, 1]"
"[822, 10, 149, 307, 405, 3, 9, 1076, 6159, 138, 4005, 3115, 336, 58, 1]","[71, 1076, 6159, 138, 4005, 3115, 336, 7, 300, 2059, 477, 6, 2199, 34, 54, 620, 45, 1401, 12, 3097, 477, 16, 2475, 5, 37, 166, 239, 13, 1076, 6159, 257, 6784, 8, 1849, 13, 8, 1076, 6159, 138, 4005, 5, 1]"
"[822, 10, 125, 33, 8, 3976, 13, 3, 102, 509, 7, 58, 1]","[3, 21828, 7, 13, 2104, 3638, 164, 560, 22085, 8811, 6, 2437, 1076, 6159, 138, 19021, 6, 7240, 10203, 11, 643, 1268, 41, 9288, 7, 76, 17, 159, 51, 201, 15496, 6, 1293, 2485, 6, 11, 16, 1010, 17, 14277, 5, 1]"
"[822, 10, 149, 103, 1059, 9569, 11, 1076, 6159, 138, 25852, 27806, 16, 31324, 1014, 25608, 58, 1]","[328, 54, 321, 4139, 12, 1643, 592, 12, 1076, 6159, 138, 494, 11, 364, 5, 1]"
"[822, 10, 33, 132, 136, 3315, 1918, 8, 999, 13, 9211, 18, 4905, 1076, 6159, 138, 494, 58, 1]","[886, 1397, 164, 341, 1457, 827, 18, 28135, 3732, 2842, 5, 1]"
"[822, 10, 149, 43, 9974, 14500, 7, 16, 1397, 2056, 3, 18229, 8, 9009, 13, 1076, 6159, 138, 494, 58, 1]","[25789, 6207, 14500, 7, 43, 2237, 12, 8, 606, 13, 1385, 8074, 295, 1397, 6, 3, 30147, 13982, 6, 11, 3058, 2888, 24, 3391, 2115, 11, 821, 16, 1076, 6159, 138, 494, 5, 1]"
"[822, 10, 149, 410, 8, 5302, 13, 1076, 6159, 138, 12294, 1113, 1076, 6159, 138, 556, 3703, 58, 1]","[3137, 6159, 138, 12294, 937, 3, 9, 3, 28147, 2433, 12, 26139, 17484, 11, 3, 17, 4624, 106, 7, 6, 1772, 3, 9, 72, 5086, 11, 583, 18, 8993, 1182, 21, 1076, 6159, 6230, 5, 1]"
"[822, 10, 33, 132, 806, 4587, 7, 21, 3, 14198, 1076, 6159, 138, 533, 16, 793, 6912, 1773, 2231, 58, 1]","[2163, 6, 224, 38, 3, 5833, 592, 12, 1349, 387, 21, 20105, 2869, 11, 1260, 3583, 1076, 6159, 138, 4471, 5, 1]"
"[822, 10, 149, 54, 539, 1901, 28, 13359, 11, 384, 724, 199, 887, 473, 72, 4881, 81, 1076, 6159, 257, 58, 1]","[2384, 1901, 28, 13359, 11, 384, 724, 1250, 887, 12, 698, 2704, 6, 987, 746, 6, 11, 2762, 380, 1341, 12, 1076, 6159, 257, 5, 7772, 53, 539, 120, 81, 8811, 1691, 1389, 1737, 8, 2859, 11, 1428, 7, 6382, 13, 15997, 42, 10960, 10116, 7, 7, 297, 5, 1]"
"[822, 10, 33, 132, 136, 1112, 16, 11932, 1425, 383, 1076, 6159, 257, 58, 1]","[4273, 6, 11932, 1425, 6, 1989, 31121, 11, 813, 397, 1370, 782, 6, 23460, 342, 1019, 8, 1076, 6159, 138, 4005, 6, 28, 806, 4264, 383, 284, 3944, 5, 7545, 3822, 35, 1425, 3098, 383, 8, 3, 89, 20953, 4866, 3944, 6, 6734, 131, 274, 3, 32, 208, 7830, 6, 11, 7198, 383, 8, 3, 18453, 138, 3944, 3, 99, 8999, 405, 59, 1]"
"[822, 10, 149, 405, 1076, 6159, 138, 25852, 1113, 3, 40, 122, 115, 17, 1824, 1220, 1742, 31, 592, 12, 4640, 11, 380, 364, 58, 1]","[3, 17, 164, 20191, 3945, 124, 42, 12104, 1076, 6159, 138, 533, 539, 120, 6, 1374, 12, 73, 3493, 523, 5, 1]"
"[822, 10, 149, 410, 615, 715, 11, 1456, 15093, 7, 2603, 1076, 6159, 138, 20105, 2869, 58, 1]","[7110, 2568, 13, 1438, 11, 1456, 24407, 7, 383, 615, 715, 42, 15093, 7, 1664, 2237, 12, 3, 16260, 208, 3375, 1076, 6159, 138, 20105, 1275, 42, 1643, 592, 12, 1328, 494, 5, 1]"
"[822, 10, 149, 103, 496, 18, 390, 6949, 533, 1073, 1356, 1115, 1076, 6159, 138, 533, 58, 1]","[328, 370, 1246, 18, 18591, 342, 251, 81, 1076, 6159, 257, 6, 20105, 2869, 6, 11, 1076, 6159, 138, 533, 758, 5, 1]"
"[822, 10, 149, 410, 3, 27908, 7982, 7, 3825, 1076, 6159, 257, 1113, 887, 31, 7, 6270, 11, 2637, 16, 554, 18, 18306, 14864, 18804, 58, 1]","[472, 23528, 17, 1707, 13, 1076, 6159, 257, 22756, 7285, 6270, 11, 1643, 887, 31, 7, 5178, 16, 824, 1087, 42, 569, 3, 9475, 7, 6, 31324, 1014, 9347, 7, 13, 3955, 23447, 485, 5, 1]"
"[822, 10, 125, 33, 128, 3808, 32, 32, 7, 1968, 28, 1076, 6159, 257, 16, 1435, 2662, 2837, 15, 7, 15, 1543, 58, 1]","[15856, 53, 824, 4371, 6, 1087, 6, 11, 1747, 383, 1076, 6159, 257, 5, 1]"
"[822, 10, 33, 132, 1155, 12, 1865, 1076, 6159, 138, 17294, 58, 1]","[2163, 6, 132, 33, 633, 1155, 12, 1865, 1076, 6159, 138, 17294, 6, 379, 147, 18, 532, 18, 22349, 1406, 11554, 52, 7, 41, 4415, 38, 3, 23, 3007, 1409, 89, 35, 42, 3, 3302, 17, 9, 1109, 10775, 35, 201, 6247, 1678, 12, 8, 24729, 6, 6597, 3, 23935, 6, 652, 1646, 2510, 6, 11, 14355, 12633, 2097, 114, 6325, 42, 10412, 1]"
"[822, 10, 125, 19, 8, 1348, 8659, 13, 1076, 6159, 138, 19021, 58, 1]","[461, 1348, 6, 1076, 6159, 138, 19021, 336, 7, 21, 81, 220, 12, 305, 477, 5, 1]"
"[822, 10, 149, 65, 8, 15415, 13, 1964, 11, 7285, 3, 12913, 887, 31, 7, 2166, 9780, 31, 6315, 12, 1076, 6159, 138, 533, 58, 1]","[4047, 31, 7, 2166, 9780, 43, 5684, 4771, 8, 3172, 13, 3, 14198, 3, 52, 9, 4703, 8378, 2197, 16, 592, 12, 1076, 6159, 138, 494, 11, 4640, 6, 29945, 53, 21, 15415, 138, 6315, 12, 1076, 6159, 138, 8408, 5, 1]"
"[822, 10, 125, 33, 128, 3266, 7713, 54, 4028, 12, 380, 1076, 6159, 1014, 1652, 58, 1]","[3, 22470, 1076, 6159, 138, 494, 6, 4136, 161, 2023, 7, 6, 11, 18044, 21, 1076, 6159, 138, 3976, 5, 1]"
"[822, 10, 125, 1075, 405, 1868, 16830, 577, 16, 7954, 4349, 11, 3, 7312, 585, 30, 1076, 6159, 138, 533, 16, 1742, 28, 6658, 21154, 58, 1]","[94, 54, 3, 24608, 89, 63, 13256, 6, 1262, 585, 12697, 6, 11, 11223, 21, 3798, 124, 11, 380, 364, 5, 1]"
"[822, 10, 149, 54, 2353, 7, 199, 1428, 1076, 6159, 138, 25852, 11, 12447, 1906, 57, 70, 16649, 58, 1]","[938, 539, 120, 12104, 1076, 6159, 257, 6, 4421, 26524, 7, 6, 11, 3, 7312, 3, 9, 1465, 7525, 1587, 1076, 6159, 257, 6, 2353, 7, 54, 199, 1428, 25852, 11, 12447, 5, 1]"
"[822, 10, 125, 33, 128, 1017, 1076, 6159, 138, 3976, 1906, 57, 1742, 16009, 1076, 32, 9033, 58, 1]","[5396, 4923, 15, 7, 6, 6526, 1112, 6, 11, 22085, 8811, 5, 1]"
"[822, 10, 149, 410, 6718, 23, 138, 3101, 1113, 592, 12, 1076, 6159, 138, 4640, 364, 21, 19771, 11683, 58, 1]","[30709, 3101, 1664, 23708, 42, 23248, 26, 19771, 4640, 1002, 6, 1374, 12, 8378, 2197, 16, 592, 12, 1076, 6159, 138, 494, 6, 20105, 2465, 6, 11, 1035, 124, 21, 19771, 2597, 5, 1]"
"[822, 10, 19, 34, 1389, 12, 351, 6526, 7180, 7, 383, 1076, 6159, 257, 58, 1]","[2163, 6, 34, 19, 1017, 21, 128, 1742, 12, 351, 6526, 7180, 7, 6, 3, 16827, 17, 2020, 6, 42, 1112, 16, 6526, 274, 11, 383, 1076, 6159, 257, 788, 12, 27925, 29469, 5, 1]"
"[822, 10, 54, 11932, 3709, 3918, 2603, 1076, 6159, 138, 533, 383, 1076, 32, 9033, 58, 1]","[2163, 6, 34, 54, 199, 18807, 15, 3976, 224, 38, 1312, 4923, 15, 7, 11, 16363, 1076, 6159, 138, 15164, 5, 1]"
"[822, 10, 125, 775, 2428, 103, 3017, 122, 3868, 1742, 522, 16, 5037, 1076, 6159, 138, 533, 58, 1]","[4946, 122, 3868, 1742, 164, 351, 16633, 19968, 23, 9, 6, 2136, 13, 592, 12, 11153, 53, 1076, 6159, 138, 494, 6, 11, 9192, 257, 16, 4640, 3803, 116, 3945, 1076, 6159, 138, 18, 3897, 124, 5, 1]"
"[822, 10, 125, 19, 8, 1348, 2475, 13, 8, 1076, 6159, 138, 4005, 58, 1]","[16140, 2059, 477, 5, 1]"
"[822, 10, 125, 33, 128, 25326, 3266, 21, 5037, 1076, 6159, 257, 28, 12490, 58, 1]","[3, 3626, 2094, 757, 1904, 6, 3, 29644, 20105, 3860, 7, 6, 11, 3945, 380, 45, 17997, 7, 5, 1]"
"[822, 10, 125, 33, 128, 3058, 2112, 179, 1904, 876, 21, 1076, 6159, 138, 533, 4891, 58, 1]","[16883, 179, 1904, 560, 2592, 1076, 6159, 138, 12294, 6, 1059, 18, 17, 22499, 10631, 6, 11, 27925, 4891, 18892, 6, 1772, 7558, 331, 1232, 11, 7639, 139, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 12, 592, 53, 1076, 6159, 138, 494, 16, 20386, 3803, 58, 1]","[7363, 1438, 6, 23773, 15, 26, 1899, 16534, 6, 11, 2779, 13121, 5, 1]"
"[822, 10, 125, 33, 128, 2428, 1968, 28, 748, 5660, 16, 1076, 6159, 138, 533, 58, 1]","[7729, 7, 164, 560, 331, 4570, 3315, 6, 7452, 13, 6418, 16783, 6, 11, 17275, 807, 21, 1742, 406, 592, 12, 13864, 42, 1396, 12841, 5, 1]"
"[822, 10, 125, 6985, 2674, 12, 1115, 1076, 6159, 138, 8408, 30, 3, 9, 1252, 2643, 58, 1]","[7587, 16830, 6, 573, 18, 390, 1356, 6, 11, 556, 3438, 2231, 5, 1]"
"[822, 10, 572, 19, 34, 359, 21, 887, 12, 9599, 70, 1076, 6159, 138, 4005, 38, 3, 9, 793, 11, 1389, 294, 13, 280, 58, 1]","[3, 17467, 3738, 53, 8, 1076, 6159, 138, 4005, 38, 3, 9, 793, 11, 1389, 294, 13, 280, 1691, 887, 1344, 3, 9, 1465, 7525, 1587, 1076, 6159, 257, 6, 11313, 7, 1044, 18, 18693, 663, 6, 11, 2519, 7, 643, 19897, 485, 5, 7136, 12905, 8128, 8, 1076, 6159, 138, 4005, 38, 3, 9, 3362, 2663, 13, 27820, 533, 14223, 7, 887, 1]"
"[822, 10, 54, 1076, 1656, 45, 1705, 1076, 6159, 257, 11, 165, 1113, 30, 887, 31, 7, 1342, 58, 1]","[2163, 6, 1705, 1076, 6159, 257, 2519, 7, 23950, 6, 11313, 7, 11960, 3079, 6, 11, 4951, 7285, 8408, 5, 1]"
"[822, 10, 125, 33, 128, 3058, 1275, 21, 3, 14198, 1076, 6159, 138, 533, 16, 20386, 24356, 58, 1]","[21796, 1222, 1076, 6159, 138, 20105, 11945, 6, 3, 10311, 573, 18, 390, 1073, 1356, 6, 11, 3, 20030, 1076, 6159, 138, 533, 139, 3583, 1773, 2231, 5, 1]"
